admin2_code,admin2_name,admin1_code,admin1_name,year,idp_max,idp_mean,idp_median,n_rounds_in_year,country,iso3,GID_2,in_polygon,atrocity_count_first_pass
SD01001,Jebel Awlia,SD01,Khartoum,2023,9890,6338.894736842105,6920.0,33,sudan,SDN,,,0
SD01001,Jebel Awlia,SD01,Khartoum,2024,14020,7210.470588235294,4982.0,30,sudan,SDN,,,0
SD01001,Jebel Awlia,SD01,Khartoum,2025,28773,20493.833333333332,19799.0,12,sudan,SDN,,,0
SD01002,Um Bada,SD01,Khartoum,2023,5245,3846.7837837837837,4550.0,33,sudan,SDN,,,0
SD01002,Um Bada,SD01,Khartoum,2024,10209,7607.029411764706,7142.0,30,sudan,SDN,,,0
SD01002,Um Bada,SD01,Khartoum,2025,75481,37870.75,35919.5,12,sudan,SDN,,,0
SD01003,Bahri,SD01,Khartoum,2023,10110,5831.973684210527,4450.0,33,sudan,SDN,,,0
SD01003,Bahri,SD01,Khartoum,2024,33634,20174.20588235294,16392.5,30,sudan,SDN,,,0
SD01003,Bahri,SD01,Khartoum,2025,27003,25021.416666666668,25093.5,12,sudan,SDN,,,0
SD01004,Sharg An Neel,SD01,Khartoum,2023,13830,7774.473684210527,8765.0,33,sudan,SDN,,,0
SD01004,Sharg An Neel,SD01,Khartoum,2024,26860,15554.264705882353,17287.5,30,sudan,SDN,,,0
SD01004,Sharg An Neel,SD01,Khartoum,2025,30439,25310.583333333332,25505.5,12,sudan,SDN,,,0
SD01005,Karrari,SD01,Khartoum,2023,10230,7377.605263157895,9365.0,33,sudan,SDN,,,0
SD01005,Karrari,SD01,Khartoum,2024,20776,15677.411764705883,15171.0,30,sudan,SDN,,,0
SD01005,Karrari,SD01,Khartoum,2025,146729,79372.91666666667,99592.5,12,sudan,SDN,,,0
SD01006,Um Durman,SD01,Khartoum,2023,12685,5885.263157894737,4497.5,33,sudan,SDN,,,0
SD01006,Um Durman,SD01,Khartoum,2024,13351,8468.088235294117,7911.0,30,sudan,SDN,,,0
SD01006,Um Durman,SD01,Khartoum,2025,70218,39255.0,51226.0,12,sudan,SDN,,,0
SD01007,Khartoum,SD01,Khartoum,2023,5300,3082.2368421052633,3187.5,33,sudan,SDN,SDN.7.3_1,0.0,0
SD01007,Khartoum,SD01,Khartoum,2024,7190,3799.176470588235,3275.0,30,sudan,SDN,SDN.7.3_1,0.0,0
SD01007,Khartoum,SD01,Khartoum,2025,6746,6604.75,6716.0,8,sudan,SDN,SDN.7.3_1,0.0,0
SD02113,Dar As Salam,SD02,North Darfur,2012,27625,27625.0,27625.0,5,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2013,27625,27625.0,27625.0,7,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2014,27625,27625.0,27625.0,10,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2015,27625,27625.0,27625.0,12,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2016,27625,27625.0,27625.0,10,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2017,32709,30167.0,30167.0,10,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2018,32709,32709.0,32709.0,4,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2019,32709,32709.0,32709.0,1,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2020,42466,42466.0,42466.0,1,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2021,52504,47708.5,47708.5,2,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2022,46651,46441.0,46441.0,2,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2023,62326,11794.131578947368,9985.0,33,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2024,181448,72426.82352941176,48011.5,30,sudan,SDN,,,0
SD02113,Dar As Salam,SD02,North Darfur,2025,239399,207919.0,205073.5,12,sudan,SDN,,,0
SD02114,Al Fasher,SD02,North Darfur,2011,80083,80083.0,80083.0,4,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2012,114936,95020.0,80083.0,7,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2013,114936,114936.0,114936.0,7,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2014,168435,157735.2,168435.0,10,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2015,221237,211043.41666666666,220297.0,12,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2016,221237,221237.0,221237.0,10,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2017,221237,221237.0,221237.0,10,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2018,221237,221237.0,221237.0,4,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2019,221237,221237.0,221237.0,1,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2020,195821,195821.0,195821.0,1,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2021,587075,498717.0,498717.0,2,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2022,483075,483075.0,483075.0,2,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2023,555749,103949.52631578948,88867.5,33,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2024,737896,430313.73529411765,399879.5,30,sudan,SDN,SDN.8.1_1,1.0,0
SD02114,Al Fasher,SD02,North Darfur,2025,698865,338775.4166666667,240034.0,12,sudan,SDN,SDN.8.1_1,1.0,0
SD02116,Al Koma,SD02,North Darfur,2023,4590,2175.9210526315787,1750.0,33,sudan,SDN,,,0
SD02116,Al Koma,SD02,North Darfur,2024,49170,10966.323529411764,10045.0,30,sudan,SDN,,,0
SD02116,Al Koma,SD02,North Darfur,2025,49440,49386.25,49440.0,12,sudan,SDN,,,0
SD02117,Al Malha,SD02,North Darfur,2023,4860,3381.0526315789475,3990.0,33,sudan,SDN,,,0
SD02117,Al Malha,SD02,North Darfur,2024,6330,6098.970588235294,6225.0,30,sudan,SDN,,,0
SD02117,Al Malha,SD02,North Darfur,2025,106246,78961.75,100555.0,12,sudan,SDN,,,0
SD02118,As Serief,SD02,North Darfur,2020,95,95.0,95.0,1,sudan,SDN,,,0
SD02118,As Serief,SD02,North Darfur,2021,95,95.0,95.0,1,sudan,SDN,,,0
SD02118,As Serief,SD02,North Darfur,2022,4805,4805.0,4805.0,2,sudan,SDN,,,0
SD02118,As Serief,SD02,North Darfur,2023,11766,2329.7894736842104,2145.0,33,sudan,SDN,,,0
SD02118,As Serief,SD02,North Darfur,2024,16367,7814.235294117647,7050.5,30,sudan,SDN,,,0
SD02118,As Serief,SD02,North Darfur,2025,20467,18366.416666666668,19892.0,12,sudan,SDN,,,0
SD02119,At Tawisha,SD02,North Darfur,2023,1715,528.3783783783783,350.0,33,sudan,SDN,,,0
SD02119,At Tawisha,SD02,North Darfur,2024,2815,2051.470588235294,1835.0,30,sudan,SDN,,,0
SD02119,At Tawisha,SD02,North Darfur,2025,3007,2904.75,2954.0,12,sudan,SDN,,,0
SD02120,Um Baru,SD02,North Darfur,2015,7222,7222.0,7222.0,11,sudan,SDN,,,0
SD02120,Um Baru,SD02,North Darfur,2016,7222,7222.0,7222.0,10,sudan,SDN,,,0
SD02120,Um Baru,SD02,North Darfur,2017,7222,7222.0,7222.0,10,sudan,SDN,,,0
SD02120,Um Baru,SD02,North Darfur,2018,7222,7222.0,7222.0,4,sudan,SDN,,,0
SD02120,Um Baru,SD02,North Darfur,2019,7222,7222.0,7222.0,1,sudan,SDN,,,0
SD02120,Um Baru,SD02,North Darfur,2020,10010,10010.0,10010.0,1,sudan,SDN,,,0
SD02120,Um Baru,SD02,North Darfur,2021,10100,5072.5,5072.5,2,sudan,SDN,,,0
SD02120,Um Baru,SD02,North Darfur,2022,342,342.0,342.0,2,sudan,SDN,,,0
SD02120,Um Baru,SD02,North Darfur,2023,1417,690.8260869565217,515.0,21,sudan,SDN,,,0
SD02120,Um Baru,SD02,North Darfur,2024,15557,3776.794117647059,1232.5,30,sudan,SDN,,,0
SD02120,Um Baru,SD02,North Darfur,2025,17067,16069.916666666666,16094.5,12,sudan,SDN,,,0
SD02124,Kebkabiya,SD02,North Darfur,2020,10926,10926.0,10926.0,1,sudan,SDN,,,0
SD02124,Kebkabiya,SD02,North Darfur,2021,17000,13963.0,13963.0,2,sudan,SDN,,,0
SD02124,Kebkabiya,SD02,North Darfur,2022,71610,71610.0,71610.0,2,sudan,SDN,,,0
SD02124,Kebkabiya,SD02,North Darfur,2023,85365,11721.578947368422,11235.0,33,sudan,SDN,,,0
SD02124,Kebkabiya,SD02,North Darfur,2024,91890,49561.617647058825,48055.0,30,sudan,SDN,,,0
SD02124,Kebkabiya,SD02,North Darfur,2025,124325,106480.41666666667,102191.0,12,sudan,SDN,,,0
SD02126,Kelemando,SD02,North Darfur,2020,1664,1664.0,1664.0,1,sudan,SDN,,,0
SD02126,Kelemando,SD02,North Darfur,2021,1664,1664.0,1664.0,1,sudan,SDN,,,0
SD02126,Kelemando,SD02,North Darfur,2022,1189,1189.0,1189.0,2,sudan,SDN,,,0
SD02126,Kelemando,SD02,North Darfur,2023,10863,6126.378378378378,6600.0,33,sudan,SDN,,,0
SD02126,Kelemando,SD02,North Darfur,2024,15072,11701.20588235294,10413.5,30,sudan,SDN,,,0
SD02126,Kelemando,SD02,North Darfur,2025,25676,21420.666666666668,21252.0,12,sudan,SDN,,,0
SD02128,Kutum,SD02,North Darfur,2011,25633,25633.0,25633.0,5,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2012,25633,25633.0,25633.0,7,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2013,25633,25633.0,25633.0,7,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2014,25997,25815.0,25815.0,10,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2015,25997,25997.0,25997.0,12,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2016,25997,25997.0,25997.0,10,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2017,25997,25997.0,25997.0,10,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2018,25997,25997.0,25997.0,4,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2019,25997,25997.0,25997.0,1,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2020,111133,111133.0,111133.0,1,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2021,111303,80094.5,80094.5,2,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2022,55769,55769.0,55769.0,2,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2023,145360,65082.94736842105,76540.0,33,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2024,182794,134321.0,128355.5,30,sudan,SDN,SDN.8.3_1,1.0,0
SD02128,Kutum,SD02,North Darfur,2025,203200,197120.75,202899.0,12,sudan,SDN,SDN.8.3_1,1.0,0
SD02129,Melit,SD02,North Darfur,2011,4818,4818.0,4818.0,6,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2012,4818,4818.0,4818.0,7,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2013,4818,4818.0,4818.0,7,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2014,4818,4818.0,4818.0,10,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2015,35864,17013.916666666668,4818.0,12,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2016,35864,35864.0,35864.0,10,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2017,35864,35864.0,35864.0,10,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2018,35864,35864.0,35864.0,4,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2019,35864,35864.0,35864.0,1,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2020,25401,25401.0,25401.0,1,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2021,25401,19070.5,19070.5,2,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2022,14749,14749.0,14749.0,2,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2023,45054,9783.5,7097.5,33,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2024,55009,40806.55882352941,39527.0,30,sudan,SDN,,,0
SD02129,Melit,SD02,North Darfur,2025,66943,59550.833333333336,60096.0,12,sudan,SDN,,,0
SD02133,Saraf Omra,SD02,North Darfur,2020,4629,4629.0,4629.0,1,sudan,SDN,,,0
SD02133,Saraf Omra,SD02,North Darfur,2021,4629,3681.5,3681.5,2,sudan,SDN,,,0
SD02133,Saraf Omra,SD02,North Darfur,2022,55920,55920.0,55920.0,2,sudan,SDN,,,0
SD02133,Saraf Omra,SD02,North Darfur,2023,83704,14938.594594594595,12550.0,33,sudan,SDN,,,0
SD02133,Saraf Omra,SD02,North Darfur,2024,77432,43000.41176470588,41021.0,30,sudan,SDN,,,0
SD02133,Saraf Omra,SD02,North Darfur,2025,80382,77939.16666666667,78982.0,12,sudan,SDN,,,0
SD02136,Um Kadadah,SD02,North Darfur,2023,1420,816.0526315789474,750.0,33,sudan,SDN,,,0
SD02136,Um Kadadah,SD02,North Darfur,2024,39215,29537.058823529413,37920.0,30,sudan,SDN,,,0
SD02136,Um Kadadah,SD02,North Darfur,2025,44017,42678.25,43625.0,12,sudan,SDN,,,0
SD02168,Kernoi,SD02,North Darfur,2020,106,106.0,106.0,1,sudan,SDN,,,0
SD02168,Kernoi,SD02,North Darfur,2021,106,106.0,106.0,1,sudan,SDN,,,0
SD02168,Kernoi,SD02,North Darfur,2023,1165,666.8518518518518,600.0,25,sudan,SDN,,,0
SD02168,Kernoi,SD02,North Darfur,2024,2840,1867.7941176470588,1567.5,30,sudan,SDN,,,0
SD02168,Kernoi,SD02,North Darfur,2025,14140,5562.916666666667,2800.0,12,sudan,SDN,,,0
SD02169,Al Lait,SD02,North Darfur,2017,7683,7683.0,7683.0,8,sudan,SDN,,,0
SD02169,Al Lait,SD02,North Darfur,2018,7683,7683.0,7683.0,4,sudan,SDN,,,0
SD02169,Al Lait,SD02,North Darfur,2019,7683,7683.0,7683.0,1,sudan,SDN,,,0
SD02169,Al Lait,SD02,North Darfur,2020,9818,9818.0,9818.0,1,sudan,SDN,,,0
SD02169,Al Lait,SD02,North Darfur,2021,9818,8339.0,8339.0,2,sudan,SDN,,,0
SD02169,Al Lait,SD02,North Darfur,2022,5578,5578.0,5578.0,2,sudan,SDN,,,0
SD02169,Al Lait,SD02,North Darfur,2023,13033,4936.722222222223,4612.0,33,sudan,SDN,,,0
SD02169,Al Lait,SD02,North Darfur,2024,15554,11101.029411764706,10571.5,30,sudan,SDN,,,0
SD02169,Al Lait,SD02,North Darfur,2025,17491,16861.416666666668,17358.5,12,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2012,32583,32583.0,32583.0,7,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2013,32583,32583.0,32583.0,7,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2014,32583,32583.0,32583.0,10,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2015,32583,32583.0,32583.0,12,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2016,69141,67244.3,69141.0,10,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2017,93361,85843.0,92521.0,10,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2018,93361,93361.0,93361.0,4,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2019,93361,93361.0,93361.0,1,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2020,85645,85645.0,85645.0,1,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2021,123804,117572.5,117572.5,2,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2022,126847,126637.0,126637.0,2,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2023,128238,64081.07894736842,78925.0,33,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2024,233852,156636.79411764705,131689.5,30,sudan,SDN,,,0
SD02170,Tawila,SD02,North Darfur,2025,664243,512452.5,566684.5,12,sudan,SDN,,,0
SD02171,At Tina,SD02,North Darfur,2020,5486,5486.0,5486.0,1,sudan,SDN,,,0
SD02171,At Tina,SD02,North Darfur,2021,5486,4617.0,4617.0,2,sudan,SDN,,,0
SD02171,At Tina,SD02,North Darfur,2022,4600,4600.0,4600.0,2,sudan,SDN,,,0
SD02171,At Tina,SD02,North Darfur,2023,5385,1576.6666666666667,570.0,9,sudan,SDN,,,0
SD02171,At Tina,SD02,North Darfur,2024,6145,3165.0,2977.5,30,sudan,SDN,,,0
SD02171,At Tina,SD02,North Darfur,2025,8210,6576.5,6145.0,10,sudan,SDN,,,0
SD03141,Al Radoum,SD03,South Darfur,2022,35100,35100.0,35100.0,2,sudan,SDN,,,0
SD03141,Al Radoum,SD03,South Darfur,2023,34870,34870.0,34870.0,2,sudan,SDN,,,0
SD03141,Al Radoum,SD03,South Darfur,2024,37790,20974.375,37790.0,28,sudan,SDN,,,0
SD03141,Al Radoum,SD03,South Darfur,2025,41345,38659.75,37790.0,12,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2014,6847,6847.0,6847.0,9,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2015,6847,6847.0,6847.0,12,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2016,6847,6847.0,6847.0,10,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2017,6847,6847.0,6847.0,10,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2018,6847,6847.0,6847.0,4,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2019,6847,6847.0,6847.0,1,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2020,9490,9490.0,9490.0,1,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2021,4590,4590.0,4590.0,1,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2022,3580,3580.0,3580.0,2,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2023,14745,7926.0,7310.0,18,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2024,33541,28663.882352941175,31768.0,30,sudan,SDN,,,0
SD03143,Ed Al Fursan,SD03,South Darfur,2025,34004,33677.333333333336,33661.0,12,sudan,SDN,,,0
SD03144,Kas,SD03,South Darfur,2012,77035,77035.0,77035.0,1,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2013,77519,77173.28571428571,77035.0,7,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2014,77519,77519.0,77519.0,10,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2015,77519,77519.0,77519.0,12,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2016,92191,85721.9,86933.5,10,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2017,92191,92191.0,92191.0,10,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2018,93905,92619.5,92191.0,4,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2019,95397,95397.0,95397.0,1,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2020,101247,101247.0,101247.0,1,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2021,101247,95389.5,95389.5,2,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2022,95981,95981.0,95981.0,2,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2023,132219,41162.72222222222,49750.0,32,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2024,153958,106810.0294117647,105624.0,30,sudan,SDN,SDN.14.3_1,1.0,0
SD03144,Kas,SD03,South Darfur,2025,154100,150385.91666666666,154023.0,12,sudan,SDN,SDN.14.3_1,1.0,0
SD03145,Mershing,SD03,South Darfur,2018,8619,6596.5,6596.5,2,sudan,SDN,,,0
SD03145,Mershing,SD03,South Darfur,2019,8991,8991.0,8991.0,1,sudan,SDN,,,0
SD03145,Mershing,SD03,South Darfur,2020,24100,24100.0,24100.0,1,sudan,SDN,,,0
SD03145,Mershing,SD03,South Darfur,2021,52604,38352.0,38352.0,2,sudan,SDN,,,0
SD03145,Mershing,SD03,South Darfur,2022,50460,50460.0,50460.0,2,sudan,SDN,,,0
SD03145,Mershing,SD03,South Darfur,2023,52848,18077.57894736842,22725.0,33,sudan,SDN,,,0
SD03145,Mershing,SD03,South Darfur,2024,80865,53016.76470588235,53332.5,30,sudan,SDN,,,0
SD03145,Mershing,SD03,South Darfur,2025,82091,81349.66666666667,81260.0,12,sudan,SDN,,,0
SD03146,Um Dafoug,SD03,South Darfur,2015,7858,7178.0,7042.0,12,sudan,SDN,,,0
SD03146,Um Dafoug,SD03,South Darfur,2016,7858,7858.0,7858.0,10,sudan,SDN,,,0
SD03146,Um Dafoug,SD03,South Darfur,2017,7858,7858.0,7858.0,10,sudan,SDN,,,0
SD03146,Um Dafoug,SD03,South Darfur,2018,7858,7858.0,7858.0,4,sudan,SDN,,,0
SD03146,Um Dafoug,SD03,South Darfur,2019,7858,7858.0,7858.0,1,sudan,SDN,,,0
SD03146,Um Dafoug,SD03,South Darfur,2021,342,342.0,342.0,1,sudan,SDN,,,0
SD03146,Um Dafoug,SD03,South Darfur,2022,1300,800.0,800.0,2,sudan,SDN,,,0
SD03146,Um Dafoug,SD03,South Darfur,2023,3830,2690.85,2725.0,18,sudan,SDN,,,0
SD03146,Um Dafoug,SD03,South Darfur,2024,3835,3280.0,3280.0,30,sudan,SDN,,,0
SD03146,Um Dafoug,SD03,South Darfur,2025,4765,4065.0,3835.0,12,sudan,SDN,,,0
SD03147,Sharg Aj Jabal,SD03,South Darfur,2016,6159,6159.0,6159.0,6,sudan,SDN,,,0
SD03147,Sharg Aj Jabal,SD03,South Darfur,2017,6159,6159.0,6159.0,10,sudan,SDN,,,0
SD03147,Sharg Aj Jabal,SD03,South Darfur,2018,6159,3904.5,3937.0,4,sudan,SDN,,,0
SD03147,Sharg Aj Jabal,SD03,South Darfur,2019,146,146.0,146.0,1,sudan,SDN,,,0
SD03147,Sharg Aj Jabal,SD03,South Darfur,2020,1620,1620.0,1620.0,1,sudan,SDN,,,0
SD03147,Sharg Aj Jabal,SD03,South Darfur,2021,6145,4145.0,4145.0,2,sudan,SDN,,,0
SD03147,Sharg Aj Jabal,SD03,South Darfur,2022,7298,7298.0,7298.0,2,sudan,SDN,,,0
SD03147,Sharg Aj Jabal,SD03,South Darfur,2023,28224,12746.611111111111,22820.0,33,sudan,SDN,,,0
SD03147,Sharg Aj Jabal,SD03,South Darfur,2024,45031,35582.382352941175,32932.5,30,sudan,SDN,,,0
SD03147,Sharg Aj Jabal,SD03,South Darfur,2025,47676,45988.416666666664,45675.0,12,sudan,SDN,,,0
SD03149,Tulus,SD03,South Darfur,2014,4406,4406.0,4406.0,9,sudan,SDN,SDN.14.5_1,1.0,0
SD03149,Tulus,SD03,South Darfur,2015,4406,4406.0,4406.0,12,sudan,SDN,SDN.14.5_1,1.0,0
SD03149,Tulus,SD03,South Darfur,2016,4406,4406.0,4406.0,10,sudan,SDN,SDN.14.5_1,1.0,0
SD03149,Tulus,SD03,South Darfur,2017,4406,4406.0,4406.0,10,sudan,SDN,SDN.14.5_1,1.0,0
SD03149,Tulus,SD03,South Darfur,2018,4406,4406.0,4406.0,4,sudan,SDN,SDN.14.5_1,1.0,0
SD03149,Tulus,SD03,South Darfur,2019,2346,2346.0,2346.0,1,sudan,SDN,SDN.14.5_1,1.0,0
SD03149,Tulus,SD03,South Darfur,2020,301,301.0,301.0,1,sudan,SDN,SDN.14.5_1,1.0,0
SD03149,Tulus,SD03,South Darfur,2021,2118,1787.0,1787.0,2,sudan,SDN,SDN.14.5_1,1.0,0
SD03149,Tulus,SD03,South Darfur,2022,1232,1232.0,1232.0,2,sudan,SDN,SDN.14.5_1,1.0,0
SD03149,Tulus,SD03,South Darfur,2023,20757,15474.541666666666,18375.0,22,sudan,SDN,SDN.14.5_1,1.0,0
SD03149,Tulus,SD03,South Darfur,2024,20775,20200.0,20200.0,30,sudan,SDN,SDN.14.5_1,1.0,0
SD03149,Tulus,SD03,South Darfur,2025,21499,21159.916666666668,21150.0,12,sudan,SDN,SDN.14.5_1,1.0,0
SD03150,Al Wihda,SD03,South Darfur,2019,1213,1213.0,1213.0,1,sudan,SDN,,,0
SD03150,Al Wihda,SD03,South Darfur,2020,970,970.0,970.0,1,sudan,SDN,,,0
SD03150,Al Wihda,SD03,South Darfur,2021,1650,1310.0,1310.0,2,sudan,SDN,,,0
SD03150,Al Wihda,SD03,South Darfur,2022,1340,1340.0,1340.0,2,sudan,SDN,,,0
SD03150,Al Wihda,SD03,South Darfur,2023,8630,7262.794117647059,7250.0,32,sudan,SDN,,,0
SD03150,Al Wihda,SD03,South Darfur,2024,11020,7495.14705882353,7325.0,30,sudan,SDN,,,0
SD03150,Al Wihda,SD03,South Darfur,2025,8489,7560.916666666667,7475.0,12,sudan,SDN,,,0
SD03151,Nitega,SD03,South Darfur,2019,4829,4829.0,4829.0,1,sudan,SDN,,,0
SD03151,Nitega,SD03,South Darfur,2020,25887,25887.0,25887.0,1,sudan,SDN,,,0
SD03151,Nitega,SD03,South Darfur,2021,25887,23844.5,23844.5,2,sudan,SDN,,,0
SD03151,Nitega,SD03,South Darfur,2022,21881,21881.0,21881.0,2,sudan,SDN,,,0
SD03151,Nitega,SD03,South Darfur,2023,28241,6752.821428571428,6240.0,26,sudan,SDN,,,0
SD03151,Nitega,SD03,South Darfur,2024,28505,17440.0,17500.0,30,sudan,SDN,,,0
SD03151,Nitega,SD03,South Darfur,2025,29576,29084.333333333332,29005.0,12,sudan,SDN,,,0
SD03153,Gereida,SD03,South Darfur,2012,96597,96597.0,96597.0,1,sudan,SDN,,,0
SD03153,Gereida,SD03,South Darfur,2013,96597,96597.0,96597.0,7,sudan,SDN,,,0
SD03153,Gereida,SD03,South Darfur,2014,96597,96597.0,96597.0,10,sudan,SDN,,,0
SD03153,Gereida,SD03,South Darfur,2015,96597,96597.0,96597.0,12,sudan,SDN,,,0
SD03153,Gereida,SD03,South Darfur,2016,96597,96597.0,96597.0,10,sudan,SDN,,,0
SD03153,Gereida,SD03,South Darfur,2017,96597,96597.0,96597.0,10,sudan,SDN,,,0
SD03153,Gereida,SD03,South Darfur,2018,96597,96597.0,96597.0,4,sudan,SDN,,,0
SD03153,Gereida,SD03,South Darfur,2019,98657,98657.0,98657.0,1,sudan,SDN,,,0
